,Description,Job Title,Position Level,Qualifications,Aprobado
501,"Supervisar y programar las actividades de las empresas supervisoras contratadas, a fin de verificar que los resultados estén técnicamente sustentados y alineados a los objetivos y metas de la Institución.
Someter a aprobación el inicio de los procedimientos administrativos sancionadores (PAS), y elaborar los informes técnicos de sanción y cálculo de multas por los incumplimientos a las normas por parte de las empresas supervisadas en su sector y/o ámbito de acción.
Proponer medidas administrativas (ya sean cautelares, de seguridad, mandatos o levantamiento de medidas) que se impondrán a los agentes supervisados, para cumplir con lo indicado por norma y verificar que no incurran en infracciones que generen riesgos de accidentes.
Formular y gestionar indicadores, guías, manuales y procedimientos correspondiente a los procesos de supervisión del ámbito de su competencia, a fin de generar mejoras en el desarrollo de dichas actividades.
Participar en la ejecución de los planes operativos del área o en los planes estratégicos de la Institución según necesidad, a fin de contribuir a la mejora continua de la División.
Ejercer la representación de Osinergmin, en el ámbito de su competencia, de acuerdo a políticas y lineamientos del organismo, en talleres informativos, mesas de diálogo y otros eventos que se convoquen para atender las denuncias y/o reclamos de la población respecto a las actividades mineras; así como también participar en los comités de selección de empresas supervisoras, para verificar el cumplimiento de lo estipulado por la Organización.
Participar en actividades relacionadas al cumplimiento de normativas, reglamentos institucionales, planes operativos y estratégicos de su área y el desarrollo de personas a su cargo (en cuanto aplique), según las políticas y procedimientos dispuestos para tal fin, con el objetivo de contribuir a la mejora continua de su división y/o dar cumplimiento a la normativa legal vigente.",CAP Nº 004 - 2017 – ESPECIALISTA SENIOR EN TRANSPORTE E INFRAESTRUCTURA,Profesional especializado,"No menor de siete (07) años de experiencia general en entidades públicas o privadas.
No menor de cinco (05) años de experiencia específica en puestos y/o funciones equivalentes, desde el nivel de Analista.
Diplomado o Curso (no menor a 90 horas) en Seguridad Minera.
Normas de seguridad minera, gestión de la seguridad minera y análisis de matrices de riesgos. Office (Word, Excel, Power Point, nivel intermedio) e Inglés (nivel básico).",A
502,"-	Registrar y evaluar el alcance de los proyectos asignados.
-	Convocar a reuniones de kick off con el fin de transmitir los alcances, detalles del proyecto a iniciar, definición de responsables de la ejecución, tiempos y recursos.
-	Coordinar con los clientes los plazos de ejecución y los requerimientos necesarios para el cumplimiento de los plazos previstos.
-	Coordinar con los clientes, proveedores y equipo técnico interno las actividades y tareas relacionadas a los proyectos a su cargo.
-	Informar a los clientes los avances y cumplimiento de tareas de los proyectos a su cargo.
-	Supervisar que las actividades desplegadas por el equipo técnico se ejecuten de acuerdo a los recursos y tiempos programados.
-	Solicitar al equipo técnico la elaboración de documentos referentes al despliegue de las tareas en los proyectos",Administrador de Proyecto,Otros,"-	Bachiller de la carrera de Administración, Ingeniería Industrial, Ingeniería Electrónica, Ingeniería de Sistemas, Ingeniería de Telecomunicaciones, Computación e Informática.
-	Certificación PMI (Deseable).
-	Experiencia no menor a 2 años en la posición de Administrador de Proyecto dentro del sector de tecnología.
-	Ms Office intermedio, Ms Project, Ms S.O (Intermedio).
-	Inglés técnico (Deseable).",A
503,"Llevar a cabo ensayos experimentales en equipos de caracterización avanzados (Microscopio de fuerza atómica, calorímetro de barrido diferencial, analizador dinámico-mecánico, etc.)
Diseño de experimentos y análisis de resultados.
Participar en el desarrollo de nuevas innovaciones mediante el diseño, elaboración y ejecución de nuevos proyectos.
Participar en la difusión de resultados por medios escritos, digitales, etc.",Asistente de Investigación,Asistente,"Altamente motivado para participar en proyectos de investigación, innovación y desarrollo. La experiencia previa en otros proyectos de innovación será valorada pero no es indispensable.
Se requiere conocimiento de Inglés (nivel avanzado).
Disponibilidad para viajes cortos fuera del país.",A
504,"Analizar y realizar presentaciones y reportes de Ley de Regulaciones del Mercado Eléctrico y/o lo que solicite el mercado.
Apoyar y seguir en las propuestas realizadas.
Apoyo en el análisis del marco regulatorio del mercado eléctrico.",Practicante de Energía,Practicante,Excel y PPT nivel avanzando.,A
505,"- Apropiación técnica de los sistemas del túnel/peaje y de las subestaciones (sistemas eléctricos, alumbrado, climatización, detección incendio, control de acceso, señalización, MT/BT, paneles, radiocomunicación, CCTV, toll plaza y edificios).
- Establecimiento de las actas de fin de montaje con los contratistas.
- Participación en la elaboración del cronograma de obras y pruebas con los contratistas.
- Supervisión de los trabajos de los contratistas (validar los procedimientos e informes de pruebas).
- Establecimiento de los procedimientos de pruebas de integración de los sistemas eléctricos.
- Seguimiento de las reservas.
- Ingles intermedio.",Supervisor Electricista pata Túnel/Peaje,Profesional especializado,,D
506,"Planear, organizar y conducir la formulación y re formulación del presupuesto anual de contrataciones.
Desarrollar, implementar y supervisar las políticas de contrataciones y adquisiciones.
Gestionar y planificar las actividades de compras, producción, transporte, almacén y distribución.
Velar por el correcto y oportuno abastecimiento de materiales y servicios a toda la empresa.
Desarrollar proveedores locales y buscar alternativas de compras que generen beneficios a la empresa.",Gerente de Logística,Gerencia Media,"Estudios de maestría en logística y cadena de suministro (De preferencia)
Experiencia mínima de 10 años en al área de logística y 3 años en el puesto
o similares.
Experiencia en licitación de bienes y/o servicios. Administración de contratas.",D
507,"1. Aprender y desarrollar aplicaciones para web, wearables, Android o iOS.
2. Analizar y solucionar problemas.
3. Trabajar en equipo y ser proactivo.",Practicante Developer,Practicante,"1. Conocimientos avanzados de programación orientada a objetos.
2. Capacidad de aprendizaje.
3. Trabajo en equipo.
4. Ser proactivo.",D
508,"•	Responsable de elaborar el planeamiento estratégico del área comercial mejorando el nivel de ventas y posicionamiento en el mercado.
•	Dominio de indicadores de gestión.
•	Diseñar, implementar y supervisar el plan de búsqueda de clientes.
•	Gestionar el desarrollo de su cartera de clientes asignados.
•	Seguir e informar en forma semanal las acciones de los principales competidores en el mercado.
•	Analizar su línea de productos para obtener un mejor resultado comercial.
•	Aumentar la participación de mercado en los territorios asignados.
•	Realizar las coordinaciones necesarias para realizar el cierre de contratos y la renovación de los mismos.
•	Controlar el logro de los planes y objetivos de ventas mediante indicadores, realizando el seguimiento que permita descubrir a tiempo las desviaciones y tomar las medidas correctivas necesarias.
•	Seguimiento a la gestión de cobranzas.
•	Organizar, mantener y controlar una estrategia general de marketing, ventas y atención al cliente.
•	Conocimiento de los canales a su cargo, así como los productos de la empresa, sistemas de venta y servicios disponibles.
•	Establecer, implementar y mantener los procesos necesarios que contribuyan al alcance de objetivos y metas de la organización
•	Trabajar conjuntamente con el área de finanzas para mantener una proyección actualizada de las ventas futuras.
•	Supervisar la gestión del área de postventa de la empresa.",Jefe Comercial,Ejecutivo,"Experiencia en áreas comerciales.
Solida experiencia es definir estrategias de ventas.",D
509,"- Ejecutar los procesos comerciales de instalación de la empresa.
- Elaboración de presupuestos.
- Levantamiento de información en campo para licitaciones.
- Seguimiento de cotizaciones, negociación y cierre de pedidos.
- Gestión de plan de trabajo y recursos necesarios para ejecución de servicios.
- Contacto permanente con clientes.",Jefe de Instalaciones - Ingeniero Mecánico o Civil,Supervisor,"- Ingeniero Mecánico o Civil titulado.
- Experiencia técnica en obras de montajes/instalaciones de materiales para Minería y Construcción.
- Contacto comercial con Mineras y Constructoras (visitas a mina INDISPENSABLE).
- Experiencia comprobada mínima de 5 años.",D
510,"En la actualidad se encuentra en la búsqueda de un Supervisor Zonal de Mantenimiento para Cañete - Chincha - Pisco, cuyas funciones serán:

-Supervisar eficientemente el cumplimiento del plan de mantenimiento preventivo, correctivo y el trabajo de los subcontratistas en las zonas y tiendas asignadas, asegurando la calidad del trabajo, rapidez en la solución y operatividad de la tienda. Analizar criticidad y modos de falla de los activos.
-Realizar inspecciones de mantenimiento predictivo, a lo largo de las zonas y tiendas asignadas, de acuerdo con los programas y las estrategias definidas.
-Realizar seguimiento en sistema de información de mantenimiento de las solicitudes y órdenes de trabajo.
-Identificar las necesidades de mantenimiento e iniciativas basadas en los resultados y análisis de los controles e inspecciones a la gestión de mantenimiento.
-Identificar los repuestos y/o equipos que deben comprarse, elaborar el documento de requerimientos técnicos y coordinar su adquisición con el área de compras y contratos.
-Identificar mejores prácticas de gestión de mantenimiento y desempeño de marcas de equipos y categorías, de manera de promover su implementación en otras zonas o tiendas.
-Asegurar el cumplimiento de políticas de seguridad, salud y medio ambiente.
-Entrenar a los clientes internos acerca del buen uso de los activos de la tienda.
-Revisar, actualizar el stock de materiales, repuestos de equipo y partes del almacén que son indispensables para garantizar la confiabilidad de las operaciones.
-Formular y remitir al Gerente de Mantenimiento los informes y/o reportes y actas de conformidad de servicio realizado correspondiente al LC o CP o CD a su cargo, así como del desarrollo de los trabajos de mantenimiento efectuados por los Proveedores Corporativos y/o Proveedores Locales contratados.
-Llevar el control documentario del sistema de gestión de seguridad.",Supervisor Zonal de Mantenimiento,Otros,"- Egresados de las carreras universitarias de Ing. Mecánica, Ing. Mecánica Eléctrica, Ing. Eléctrica o Técnicas profesionales de: Tec. Mecánica, Tec. Mecánica Eléctrica, Tec. Eléctrica.
- Mínimo 3 años de experiencia en áreas de instalaciones, ejecución, mantenimiento de Sistemas de Operación de Servicios Básicos  y proyectos eléctricos, en empresas del rubro industrial y/o comercial retail. 
- Conocimiento de manejo de técnicas de control y tratamiento de residuos, emisiones y efluentes.
- Conocimiento de legislación ambiental.
- Conocimiento del Sistema de Gestión de Seguridad y Mantenimiento, Mercaderías Peligrosas. 
- Conocimientos del idioma ingles intermedio.
- Microsoft Office - Excel: Nivel intermedio – avanzado.",A
